Date,Startup,Industry,Locations,Investors,Type,Turnover
2016-10-17,Rentalpha,Others,Mumbai,Bravia Capital,Private,160
2016-10-18,3Dexter,Tech,New-Delhi,Newbie Promoters,Seed,2
2016-10-18,Mysun,Tech,Noida,General Catalyst Partners,Private,25
2016-10-19,Furlenco,Consumer Internet,Bangalore,"Lightbox Ventures, Axis Capital  Others",Private,300
2016-10-19,Fisdom,Consumer Internet,Bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private,11
2016-10-19,Actofit,Tech,Mumbai,Next Orbit Ventures Fund,Private,8
2016-10-21,Chatongo,Consumer Internet,Mumbai,Janak Jain,Seed,3
2016-10-24,Healthians,Consumer Internet,Gurgaon,Beenext,Private,30
2016-10-24,Box8,Consumer Internet,Mumbai,"Iifl Seed Ventures Fund, Mayfield Ventures",Private,75
2016-10-25,Kredx,Ecommerce,Bangalore,Sequoia Capital,Private,60
2016-10-25,Creditmate,Consumer Internet,Mumbai,India Quotient,Seed,5
2016-10-25,Soopermo,Tech,Gurgaon,Lalit Vase,Seed,1
2016-10-26,Orangetwig,Consumer Internet,New-Delhi,Undisclosed Investor,Seed,10
2016-10-26,The Kettlery,Ecommerce,Ahmedabad,"Hooting Starts Sports Llp, Franchise India Brands",Private,10
2016-10-27,Idea Bubbles,Consumer Internet,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji  Co Ltd",Private,7
2016-10-27,Fr8,Tech,Chennai,Omnivore Partners,Private,10
2016-10-27,Ather Energy,Tech,Bangalore,Hero Motocorp,Private,270
2016-10-29,Velmenni,Tech,New-Delhi,Kalaari Capital,Seed,1
2016-10-29,Volta Motors,Tech,Chennai,Kalaari Capital,Seed,1
2016-10-29,Cyclops,Tech,Bangalore,Kalaari Capital,Seed,1
2016-10-30,Impact Analytics,Tech,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private,8
2016-10-31,Talent Next,Consumer Internet,Mumbai,Karanpal Singh  Others,Seed,10
2016-09-01,Mihup,Tech,Kolkata,Accel Partners,Private,67
2016-09-06,Eshakti,Ecommerce,Chennai,"Infina Finance Pvt Ltd, Uday Kotak",Private,14
2016-09-06,Cheersoye,Consumer Internet,Mumbai,Undisclosed Investors,Seed,5
2016-09-06,Bigstylist,Consumer Internet,Mumbai,Info Edge India Ltd,Private,9
2016-09-07,Zilingo,Ecommerce,"Bangalore, Bangkok","Venturra Capital, Sequoia India, Susquehanna International Groupxc2Xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private,80
2016-09-07,Alternacare,Consumer Internet,New-Delhi,Eros Labs,Seed,5
2016-09-07,Simplilearn,Education,Bangalore,Innoven Capital India,Private,60
2016-09-07,Prozo,Ecommerce,Gurgaon,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed,3
2016-09-08,Toprankers,Education,Bangalore,"Careernet Consulting Pvt Ltd, Ideation Initiative Pvt Ltd,",Seed,7
2016-09-08,Buildtraders,Ecommerce,Bangalore,Idein Ventures,Seed,2
2016-09-09,Byjus,Education,Bangalore,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private,500
2016-09-10,Cureinstant,Consumer Internet,New-Delhi,Dr Rameshwar Kumar,Seed,2
2016-09-10,Poshtic,Consumer Internet,Noida,"Havya Sharma, Amit Nagar",Seed,4
2016-09-12,Purple Style Labs,Consumer Internet,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed,4
2016-09-12,Inuxu,Tech,Pune,Fork Media,Private,30
2016-09-12,Nykaa,Ecommerce,Mumbai,"Sunil Munjal, Mariwala Family",Private,123
2016-09-12,Glam Studios,Consumer Internet,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed,3
2016-09-13,Nearbuy,Consumer Internet,Gurgaon,Blacksoil Capital Pvt Ltd,Private,25
2016-09-14,Flocareer,Consumer Internet,Bangalore,"Balasubramanian Krishnamurthy, Sidhartha Hazarika  Others",Seed,2
2016-09-15,Infeedo,Consumer Internet,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,Xc2Xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed,2
2016-09-15,Furlenco,Ecommerce,Bangalore,Lightbox Ventures And Others,Private,50
2016-09-15,Gopigeon,Consumer Internet,Bangalore,Nexus Venture Partners,Private,15
2016-09-16,Newsdistill,Consumer Internet,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed,1
2016-09-16,Doctor Insta,Consumer Internet,Gurgaon,Roundglass Partners,Private,10
2016-09-19,Milofy,Consumer Internet,Bangalore,Accel Partners,Seed,8
2016-09-19,Swiggy,Consumer Internet,Bangalore,Bessemer Venture Partners,Private,150
2016-09-20,Justlikenew,Ecommerce,Hyderabad,Letsventure,Seed,5
2016-09-21,Co Life,Consumer Internet,Bangalore,Undisclosed Investors,Seed,10
2016-09-21,Pepperfry,Ecommerce,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private,313
2016-09-21,Equickies,Ecommerce,Ahmedabad,Lothal Angel Ventures,Seed,3
2016-09-21,Khel Now,Consumer Internet,New-Delhi,Anglian Omega Network,Seed,4
2016-09-22,Gadgetwood,Consumer Internet,New-Delhi,Carpediem Capital,Private,60
2016-09-22,Flixy Games,Tech,Bangalore,Rebright Partners,Seed,4
2016-09-22,Hashtaag,Tech,Bangalore,Undisclosed Investors,Seed,10
2016-09-22,Pharmarack,Tech,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private,7
2016-09-23,Cloudcherry,Tech,Chennai,"Vertex Ventures, Cisco Ventures, Idg Ventures",Private,60
2016-09-27,Tinystep,Consumer Internet,Bangalore,Flipkart Logistics Pvt Ltd,Private,16
2016-09-28,Beardo,Ecommerce,Ahmedabad,Venture Catalysts,Seed,5
2016-09-28,Instacar,Consumer Internet,Indore,Swastika Co Ltd,Seed,10
2016-09-28,Celes Care,Consumer Internet,Hyderabad,Endiya Partners,Seed,10
2016-09-28,Druva,Tech,Pune,"Sequoia India, Edbi, Blue Cloud Ventures, Hercules Capital",Private,510
2016-09-29,Promon,Ecommerce,New-Delhi,Now Capital,Seed,2
2016-09-29,Unocoin,Consumer Internet,Bangalore,"Blume Ventures, Mumbai Angels, Ah Ventures, Digital Currency Group, Boost Vc, Bank To The Future And Funders Club",Private,15
2016-09-30,Zeta,Tech,Mumbai,Bhavin Turakhia,Private,190
2016-08-01,Healthkart,Ecommerce,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private,120
2016-08-01,Medinfi,Consumer Internet,Bangalore,"Mudit Saxena, Evan Lim",Seed,2
2016-08-01,Repaireasy,Consumer Internet,Pune,Undisclosed Hnis,Seed,3
2016-08-01,Voonik,Ecommerce,Bangalore,Innoven Capital,Private,30
2016-08-01,Tokri,Consumer Internet,Pune,Syska Led Group,Private,25
2016-08-02,Sheroes,Consumer Internet,Noida,"Lumis Partners, The Hr Fund, Rajul Garg, Quintillion Media",Private,18
2016-08-02,Yumlane,Food Beverages,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed,10
2016-08-03,Extracarbon,Consumer Internet,Gurgaon,Brand Capital,Seed,2
2016-08-03,Flickbay,Consumer Internet,Mumbai,Paul Roy,Seed,9
2016-08-04,Petoo,Consumer Internet,Bangalore,Existing Investors,Seed,5
2016-08-06,Vst Travels,Tech,Kerala,Promatus Group,Seed,0
2016-08-08,Wefly Indoor Skydiving,Others,Mumbai,Swastika Company Ltd,Seed,0
2016-08-08,Mojarto,Ecommerce,Gurgaon,Undisclosed Investors,Seed,4
2016-08-08,Zipgrid,Consumer Internet,Mumbai,1Crowd Through Crowd Funding,Seed,2
2016-08-10,Vebbler,Consumer Internet,Bangalore,"Anupam Mittal, Sharad Sharma  14 Others",Seed,5
2016-08-10,Bombay Shaving Company,Ecommerce,New-Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam  Others",Seed,6
2016-08-11,Travelyaari,Consumer Internet,Bangalore,"Gujarat Venture Finance Limited Gvfl, Bennett Coleman  Co Ltd",Private,70
2016-08-11,Genextstudents,Consumer Internet,Mumbai,1Crowd Through Crowdfunding,Seed,2
2016-08-11,Zenoti,Tech,Hyderabad,"Norwest Venture Partners, Accel India",Private,150
2016-08-12,Crofarm,Tech,Gurgaon,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private,15
2016-08-12,Faircentcom,Consumer Internet,Gurgaon,Brand Capital,Private,15
2016-08-12,Innovaccer,Tech,Noida,Westbridge Capital Partners,Private,156
2016-08-12,Cuberoot,Tech,Gurgaon,Undisclosed Investors,Seed,5
2016-08-16,Oyo,Consumer Internet,New-Delhi,Softbank Group,Private,620
2016-08-16,Hike,Consumer Internet,New-Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, Softbank Group, Bharti Enterprises",Private,1750
2016-08-16,Joolz,Ecommerce,Mumbai,"Powerhouse Ventures, Ms Partners",Private,5
2016-08-16,Salebhai,Ecommerce,Ahmedabad,Brand Capital,Private,15
2016-08-16,Makkajai,Tech,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed,2
2016-08-17,Maalgaadi,Logistics,Indore,"Swan Angel Network,Sachin Khandelwal And Others",Seed,4
2016-08-17,Appknox,Tech,Bangalore,"Seedplus, Infocomm Investments, Accel Partners Rnt Associates",Private,7
2016-08-19,Quikr,Consumer Internet,Mumbai,Brand Capital,Private,200
2016-08-19,Digio,Tech,Bangalore,Rainmatter,Private,4
2016-08-22,Puro Wellness,Health Care,Mumbai,Torrent Group,Private,370
2016-08-23,Notesgen,Consumer Internet,New-Delhi,"Riju Gupta, Kamal Chabra",Seed,1
2016-08-23,Octoai,Tech,New-Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed,2
2016-08-24,Unacademy,Consumer Internet,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,Xc2Xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private,10
2016-08-24,Advenio,Tech,Chandigarh,Kalaari Capital,Seed,1
2016-08-24,Guarented,Ecommerce,Bangalore,Kalaari Capital,Seed,5
2016-08-24,Uber Dreams,Ecommerce,Mumbai,Mohit Lalvani,Seed,5
2016-08-24,Convegenius,Education,Noida,Michael And Susan Dell Foundation,Private,9
2016-08-24,Urbanladder,Ecommerce,Mumbai,Trifecta Capital,Private,30
2016-08-25,Cult,Health Care,Bangalore,Curefit,Private,30
2016-08-25,Zoomcar,Consumer Internet,Bangalore,Ford Smart Mobility Llc,Private,240
2016-08-26,Plix,Consumer Internet,Gurgaon,Instalabs,Seed,5
2016-08-26,Mobikwik,Consumer Internet,Gurgaon,Net1 Ueps Technologies Inc,Private,400
2016-08-26,Mydidi,Consumer Internet,Mumbai,Undisclosed Ex Mckinsey Directors And Partners,Seed,6
2016-08-29,Loan Tap,Consumer Internet,Mumbai,"Dr Abhishek Pandey, Jaysukh Sapra",Private,30
2016-08-29,Runnr,Consumer Internet,Bangalore,"Nexus Venture Partners, Blume Ventures",Private,70
2016-08-29,Notion Press,Consumer Internet,Chennai,Undisclosed Hni Investors,Private,10
2016-08-29,Livspace,Consumer Internet,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private,150
2016-08-30,Iaugmentor Labs,Tech,Gurgaon,Rajasthan Angel Investor Network  Others,Seed,1
2016-08-30,Daybox,Consumer Internet,New-Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta  Others",Seed,1
2016-08-30,Paytm,Ecommerce,Bangalore,Mediatek Inc,Private,600
2016-08-30,Cropin,Tech,Bangalore,Sophia Investment Aps,Private,20
2016-08-30,Canvera,Consumer Internet,Bangalore,Info Edge India Ltd,Private,30
2016-08-31,Flyrobe,Ecommerce,Mumbai,"Idg Ventures, Sequoia Capital, Gree Ventures",Private,53
2016-07-01,Venture Catalysts,Consumer Internet,Mumbai,Zaffiro Ventures,Seed,5
2016-07-02,Playment,Consumer Internet,Bangalore,Saif Partners,Private,7
2016-07-04,Cure Fit,Consumer Internet,Bangalore,"Accel Partners, Idg Ventures, Kalaari Capital",Private,150
2016-07-04,Stitchwood,Ecommerce,Mumbai,Deepak Gupta,Seed,2
2016-07-04,Grabin,Logistics,Mumbai,Aramex Ventures Llc,Private,20
2016-07-04,Neogrowth Credit,Finance,Mumbai,"Iifl Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private,160
2016-07-05,Seedoc,Consumer Internet,Gurgaon,Yournest Angel Fundxc2Xa0  Others,Private,10
2016-07-05,Bookmyshow,Consumer Internet,Mumbai,"Stripes Group, Network 18, Accel Partners, Saif Partners",Private,820
2016-07-05,Flyrobe,Ecommerce,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,Xc2Xa0 Abhishek Jain",Seed,17
2016-07-06,Happilyunmarried,Ecommerce,New-Delhi,Info Edge India Ltd,Private,7
2016-07-06,Dont Scratch Your Head,Tech,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed,2
2016-07-06,Wedding Wishlist,Consumer Internet,Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed,3
2016-07-07,Appdaily,Tech,Mumbai,"Kalaari Capital, Qualcomm Ventures, Ru-Net, Zodius Technology Opportunities Fund,",Private,20
2016-07-07,Adytude,Consumer Internet,New-Delhi,Indian Angel Network,Private,10
2016-07-08,Holachef,Consumer Internet,Mumbai,"Kalaari Capital, India Quotient",Private,20
2016-07-11,Purplle,Ecommerce,Mumbai,"Jsw Ventures, Blume Ventures  Ivycap Ventures",Private,60
2016-07-11,Trak N Tell,Tech,Gurgaon,Brian Acton,Private,35
2016-07-11,Overcartcom,Ecommerce,Gurgaon,"Jsw Ventures, Omidyar Network, Sattva Capital, Venture Works",Private,30
2016-07-12,Sirionlabs,Tech,Gurgaon,Sequoia Capital,Private,122
2016-07-13,Yaap,Consumer Internet,New-Delhi,Rainmaker Ventures,Private,50
2016-07-13,Twigly,Consumer Internet,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed,6
2016-07-13,Sharechat,Consumer Internet,Bangalore,"Saif Partners, India Quotient",Private,14
2016-07-13,Rentomojo,Consumer Internet,Bangalore,"Accel Partners, Idg Ventures India",Private,50
2016-07-14,Augrav,Ecommerce,Coimbatore,Keiretsu Forum,Seed,4
2016-07-14,Shoppinpal,Tech,Pune,"Plug And Play Tech Center, Steelhead Ventures  Others",Private,11
2016-07-15,Workapps,Tech,Pune,Sri Capital,Seed,10
2016-07-15,Bankerbay,Consumer Internet,Bangalore,Undisclosed Investors,Private,20
2016-07-15,Tripshelf,Ecommerce,New-Delhi,Gems Group,Seed,2
2016-07-15,Ridlr,Consumer Internet,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private,60
2016-07-18,Yellowdig,Consumer Internet,Pune,Sri Capital,Seed,6
2016-07-18,Zuppler,Consumer Internet,New-Delhi,Sri Capital,Seed,6
2016-07-18,Bluestone,Ecommerce,Mumbai,"Iifl And Accel Partners, Kalaari Capital, Ivycap Ventures, Rb Investments",Private,300
2016-07-19,Sagacito,Tech,New-Delhi,Star India Pvt Ltd,Private,100
2016-07-19,Deal4Loans  Wishfin,Consumer Internet,Noida,Franklin Templeton International Services Pvt Ltd,Private,150
2016-07-19,Niyo Solutions,Tech,Bangalore,Prime Venture Partners,Private,10
2016-07-19,Applop,Consumer Internet,Gurgaon,Green House Ventures Accelerator,Seed,2
2016-07-20,Tax2Win,Consumer Internet,Jaipur,Undisclosed Investors,Private,10
2016-07-20,Truckola,Logistics,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak And Nihit Agarwal, Suramya Gupta",Seed,6
2016-07-21,Mytaxiindia,Consumer Internet,New-Delhi,Nihon Kotsu Co,Private,10
2016-07-21,Wiwigo,Consumer Internet,Bangalore,Indian Angel Network,Seed,6
2016-06-02,Atomberg Technology,Tech,Mumbai,Parampara Capital,Private,10
2016-06-02,Limo,Consumer Internet,Mumbai,Rainmaker Ventures,Private,10
2016-06-03,Gogo Truck,Consumer Internet,Chennai,Undisclosed Investor,Seed,1
2016-06-03,Vyome Therapeutics,Health Care,New-Delhi,Romulus Capital,Private,20
2016-06-06,Sillymonks,Consumer Internet,Hyderabad,Sreenivasa Reddy Musani,Seed,4
2016-06-07,Cuemath,Education,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private,40
2016-06-07,Krazybee,Consumer Internet,Bangalore,"Yeahmobi, Fenqile",Private,20
2016-06-07,Intgrea,Tech,Bangalore,Undisclosed Investor,Seed,1
2016-06-07,Helpshift,Tech,Pune,"Microsoft Ventures, Salesforce Ventures",Private,230
2016-06-07,Creditvidya,Tech,Mumbai,Kalaari Capital,Private,10
2016-06-08,Grey Campus,Consumer Internet,Hyderabad,Sarath Sura,Seed,10
2016-06-08,Listup,Ecommerce,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed,5
2016-06-08,6Degree,Tech,Mumbai,Indian Angel Network,Seed,2
2016-06-08,Storeking,Ecommerce,Bangalore,Axiata Digital,Private,160
2016-06-08,Myseniordoctor,Consumer Internet,Gurgaon,Blackjag Partners,Seed,2
2016-06-09,Epaylater,Tech,Mumbai,3 Undisclosed Hnis,Seed,20
2016-06-10,Paytunes,Consumer Internet,New-Delhi,"Cio Angel Network, Indian Angel Network",Private,5
2016-06-13,Bombay Shirt Company,Ecommerce,Mumbai,Undisclosed Investor,Private,10
2016-06-14,Jivox,Tech,Bangalore,"You  Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private,60
2016-06-14,Sminq,Consumer Internet,Pune,"Saama Capital, Blume Ventures  Vaibhav Domkundwar",Seed,10
2016-06-14,Curejoy,Consumer Internet,Bangalore,Accel Partners India,Private,44
2016-06-15,Onewaycab,Consumer Internet,Vadodara,Indian Angel Network,Seed,4
2016-06-16,Diro Labs,Consumer Internet,New-Delhi,Info Edge India Ltd,Private,4
2016-06-16,Unnati Helpers,Consumer Internet,Gurgaon,Info Edge India Ltd,Private,6
2016-06-16,Voonik,Ecommerce,Bangalore,Sequoia Capital,Private,200
2016-06-17,Cleartax,Consumer Internet,New-Delhi,"Ravi Adusumalli, Saif Partners",Private,120
2016-06-17,Silvan,Tech,Bangalore,Infuse Ventures,Private,9
2016-06-17,Greythr,Tech,Bangalore,"New Enterprise Associates Nea, Blume Ventures",Private,52
2016-06-21,Onspoon,Consumer Internet,Mumbai,Swan Angel Network,Seed,2
2016-06-21,Celerix,Tech,Bangalore,Bitkemy Ventures,Seed,4
2016-06-21,Naturenama,Consumer Internet,Mumbai,Unicorn Venture,Seed,2
2016-06-21,Syona Cosmetics,Fmcg,Chennai,The Chennai Angels,Seed,2
2016-06-21,Prettysecrets,Ecommerce,Mumbai,"Rb Investments Pte Ltd, Orios Venture Partners",Private,60
2016-06-22,Spiderg,Consumer Internet,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed,2
2016-06-23,Fareye,Tech,New-Delhi,Saif Partners,Private,35
2016-06-23,The Uolo,Consumer Internet,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed,2
2016-06-24,Drivify,Consumer Internet,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed,0
2016-06-24,Parablu,Tech,Bangalore,Kalaari Capital,Seed,5
2016-06-24,Schedulers Logistics,Logistics,Mumbai,Gvfl,Private,60
2016-06-24,Leap India,Others,Mumbai,Mayfield Ventures,Private,30
2016-06-24,Kabadiexpress,Others,New-Delhi,Undisclosed Investor,Seed,1
2016-06-27,Yourdost,Consumer Internet,Bangalore,"Saif Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed,12
2016-06-27,Gomalon,Consumer Internet,Bangalore,Undisclosed Investor,Seed,1
2016-06-27,Travelyaari,Consumer Internet,Bangalore,Gvfl Ltd,Private,30
2016-06-28,Fabhotels,Consumer Internet,Gurgaon,"Accel Partners, Rb Investments",Private,80
2016-06-28,Locanix,Tech,Ahmedabad,Undisclosed Investors,Seed,3
2016-06-28,Lending Kart,Consumer Internet,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private,320
2016-06-28,Hello Tax,Consumer Internet,New-Delhi,Sanjeev Sinha,Seed,3
2016-06-29,Letreach,Ecommerce,New-Delhi,Vcommission,Private,1
2016-06-29,Trendieapp,Tech,Kolkata,Harsh Vardhan Hada,Seed,0
2016-06-29,Velvetcase,Ecommerce,Mumbai,"Uniqorn Ventures Fund, Tv Mohandas Pai, S Somasegar",Private,15
2016-06-30,Meru Cabs,Consumer Internet,Mumbai,Brand Capital,Private,250
2016-06-30,Campus Diaries,Consumer Internet,Bangalore,Aarin Capital,Seed,2
2016-06-30,Biryani Blues,Food Beverages,Gurgaon,Carpediem Capital  Others,Private,4
2016-05-01,Get My Parking,Tech,New-Delhi,The Chennai Angels,Seed,4
2016-05-01,Prescribez,Consumer Internet,Pune,Ankush Mehta,Seed,1
2016-05-03,Mobikwik,Consumer Internet,Gurgaon,"Gmo Payment Gateway, Mediatek",Private,500
2016-05-03,Zwayam,Consumer Internet,Bangalore,Undisclosed Investors,Seed,2
2016-05-03,Zuver,Consumer Internet,Mumbai,"Shruth  Smith Group, Hermes Group",Seed,2
2016-05-04,Easyroads,Consumer Internet,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed,2
2016-05-04,Lenskart,Ecommerce,New-Delhi,"International Finance Corp, Tpg Growth, Adveq Management, Idg Ventures, Ratan Tata, Kris Gopalakrishnan",Private,600
2016-05-04,Seclore,Tech,Mumbai,"Sistema Asia Fund, Helion Venture, Ventureeast, India Alternatives",Private,120
2016-05-04,Solartown,Tech,Chennai,Grexin,Seed,2
2016-05-04,Comarete,Tech,Pune,Grexin,Seed,2
2016-05-04,Mydentistchoice,Ecommerce,Hyderabad,Undisclosed Investors,Seed,2
2016-05-04,Active Ai,Tech,Singapore,Kalaari Capital Accelerator Program,Seed,5
2016-05-04,Affordplan,Tech,New-Delhi,Kalaari Capital Accelerator Program,Seed,5
2016-05-04,Indee,Consumer Internet,Bangalore,Kalaari Capital Accelerator Program,Seed,5
2016-05-05,Weballigator,Consumer Internet,Bangalore,Group Of Undisclosed Angel Investors  Hnis,Seed,4
2016-05-06,Eduace Services,Education,Lucknow,Momagic Technologies,Private,10
2016-05-07,Zebroads,Logistics,Hyderabad,Undisclosed Investors,Seed,1
2016-05-09,Locus,Tech,Bangalore,"Exfinity Venture Partners, Blume Ventures, Beenext, Rajesh Ranavat",Private,28
2016-05-09,Toko Innovations,Consumer Internet,Bangalore,"Roopak Saluja, Vishal Khare",Seed,4
2016-05-09,Rentickle,Ecommerce,New-Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed,2
2016-05-10,Healthifyme,Consumer Internet,Bangalore,"Idg Ventures India, Inventus Capital, Blume Ventures",Private,60
2016-05-10,Zarget,Consumer Internet,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private,15
2016-05-10,Innonano Research,Tech,Chennai,Nanoholdings,Private,180
2016-05-10,Schoolwear,Ecommerce,Mumbai,Undisclosed Investors,Seed,15
2016-05-10,Swiggy,Consumer Internet,Bangalore,"Norwest Venture Partners, Dst Global, Accel Partners",Private,70
2016-05-11,Zenify,Consumer Internet,Bangalore,Undisclosed Investors,Private,9
2016-05-11,Fractal Analytics,Tech,Mumbai,Khazanah Nasional Berhad,Private,1000
2016-05-12,Unacademy,Consumer Internet,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed,5
2016-05-12,Capital Float,Consumer Internet,Bangalore,"Creation Investments Capital Management, Saif Partners, Sequoia Capital, Aspada Ventures",Private,250
2016-05-12,Life Circle,Health Care,Hyderabad,Groupe Sos,Private,2
2016-05-13,Stayzilla,Consumer Internet,Chennai,"Matrix Partners, Nexus Ventures",Private,135
2016-05-13,Wow Express,Logistics,Mumbai,Undisclosed Investors  Tamarind Family Private Trust,Private,22
2016-05-16,Smartivity,Ecommerce,Delhi,"S Chand, Advantedge Partners",Private,10
2016-05-18,Thesmartq,Consumer Internet,Bangalore,Yournest Angel Fund,Seed,2
2016-05-18,Purplehealth,Consumer Internet,Trivandrum,Katabole Technology Venture,Seed,1
2016-05-18,Edupristine,Education,Mumbai,"Kaizen Management Advisors, Devry Inc",Private,100
2016-05-18,Bhive Workspace,Reality,Bangalore,Blume Ventures,Private,10
2016-05-19,Appie,Consumer Internet,Mumbai,Undisclosed Investors,Seed,10
2016-05-19,Taxivaxi,Consumer Internet,New-Delhi,Undisclosed Hnis,Seed,5
2016-05-19,Veqta,Consumer Internet,New-Delhi,"Chatsworth Management, Itw Digital",Seed,5
2016-05-20,I2I Funding,Consumer Internet,Noida,Undisclosed Investors,Seed,3
2016-05-23,Hoppingo,Consumer Internet,New-Delhi,Vcommission,Seed,1
2016-05-24,Goalwise,Consumer Internet,Bangalore,Undisclosed Hnis,Seed,10
2016-05-25,Address Health,Health Care,Bangalore,Gray Matters Capital,Private,15
2016-05-25,Arcatron Mobility,Tech,Pune,Sudhir Mehta,Seed,1
2016-05-26,Cleartax,Consumer Internet,Bangalore,"Ff Angel, Sequoia Capital",Private,20
2016-05-26,Mchamp,Consumer Internet,New-Delhi,Momagic Technologies,Seed,5
2016-05-30,Vahanalytics,Tech,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed,2
2016-05-31,Koovs,Ecommerce,New-Delhi,Ht Media Ltd,Private,44
2016-05-31,Ccavenue,Consumer Internet,Mumbai,Nsi Infinium Global Pvt Ltd,Private,89
2016-05-31,Machadalo,Consumer Internet,Mumbai,Undisclosed Investors,Seed,2
2016-04-01,Dil Mil,Consumer Internet,"Bangalore, San-Francisco","Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, Csc Upshot  Angel Investors",Private,27
2016-04-04,Hungama,Consumer Internet,Mumbai,Xiaomi Inc,Private,250
2016-04-06,Shipsy,Logistics,Gurgaon,Dtdc Express Ltd,Private,10
2016-04-06,Gear6,Consumer Internet,Bangalore,Ninestarter,Seed,5
2016-04-06,Myglamm,Consumer Internet,Mumbai,Loccitane,Private,60
2016-04-06,Petoo,Consumer Internet,Bangalore,Axilor Ventures,Private,10
2016-04-08,Imedilane,Consumer Internet,New-Delhi,"Mahendra Patel, Nilender Chauhan",Seed,0
2016-04-11,Living Local,Consumer Internet,Mumbai,Rattan Chadha,Seed,2
2016-04-11,Oyo,Consumer Internet,New-Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, Dsg Consumer Partners And Venture Nursery",Private,1000
2016-04-11,Priceraja,Consumer Internet,Gurgaon,Prashant Puri,Seed,3
2016-04-12,Magicx,Consumer Internet,Bangalore,"Kris Gopalakrishnan, Dr Ranjan Pai",Seed,10
